journeyId,destinationId,startDate,endDate
150,6,2010-05-19,2010-05-23
150,62,2010-05-23,2010-05-30
151,63,2008-11-23,2008-11-24
151,202,2008-11-24,2008-11-29
151,155,2008-11-29,2008-12-04
151,162,2008-12-04,2008-12-08
151,43,2008-12-08,2008-12-14
151,163,2008-12-14,2008-12-23
152,31,2011-08-17,2011-08-23
152,188,2011-08-23,2011-08-25
152,32,2011-08-25,2011-08-31
152,105,2011-08-31,2011-09-09
152,115,2011-09-09,2011-09-13
152,165,2011-09-13,2011-09-14
152,192,2011-09-14,2011-09-22
152,190,2011-09-22,2011-09-23
153,22,2019-08-20,2019-08-24
153,24,2019-08-24,2019-08-29
154,182,2015-07-22,2015-07-31
154,58,2015-07-31,2015-08-01
154,42,2015-08-01,2015-08-05
155,12,2016-03-11,2016-03-15
155,136,2016-03-15,2016-03-21
155,56,2016-03-21,2016-03-31
155,182,2016-03-31,2016-04-01
155,74,2016-04-01,2016-04-07
155,20,2016-04-07,2016-04-15
156,64,2015-05-27,2015-05-30
156,148,2015-05-30,2015-06-03
156,41,2015-06-03,2015-06-09
156,19,2015-06-09,2015-06-12
157,109,2012-07-17,2012-07-19
157,9,2012-07-19,2012-07-20
158,69,2015-02-27,2015-03-03
158,162,2015-03-03,2015-03-11
159,172,2014-08-02,2014-08-03
159,97,2014-08-03,2014-08-12
159,29,2014-08-12,2014-08-15
159,131,2014-08-15,2014-08-22
159,6,2014-08-22,2014-08-31
159,37,2014-08-31,2014-09-08
159,115,2014-09-08,2014-09-16
159,24,2014-09-16,2014-09-25
160,63,2012-07-31,2012-08-01
160,88,2012-08-01,2012-08-07
160,72,2012-08-07,2012-08-13
160,175,2012-08-13,2012-08-18
160,139,2012-08-18,2012-08-28
161,39,2014-12-11,2014-12-12
161,83,2014-12-12,2014-12-20
161,183,2014-12-20,2014-12-28
161,25,2014-12-28,2014-12-31
161,177,2014-12-31,2015-01-01
161,143,2015-01-01,2015-01-04
162,17,2018-06-15,2018-06-22
163,168,2012-05-19,2012-05-23
163,30,2012-05-23,2012-06-01
163,111,2012-06-01,2012-06-03
163,89,2012-06-03,2012-06-10
164,196,2008-07-28,2008-07-30
164,53,2008-07-30,2008-08-02
164,61,2008-08-02,2008-08-04
164,72,2008-08-04,2008-08-14
165,17,2015-09-12,2015-09-21
165,126,2015-09-21,2015-09-25
165,136,2015-09-25,2015-10-04
165,167,2015-10-04,2015-10-14
165,36,2015-10-14,2015-10-20
165,141,2015-10-20,2015-10-28
166,23,2018-10-12,2018-10-17
166,120,2018-10-17,2018-10-20
166,165,2018-10-20,2018-10-23
166,180,2018-10-23,2018-10-25
166,154,2018-10-25,2018-11-04
167,67,2020-06-07,2020-06-15
167,152,2020-06-15,2020-06-22
167,189,2020-06-22,2020-07-01
167,107,2020-07-01,2020-07-06
168,36,2014-04-26,2014-04-29
168,6,2014-04-29,2014-05-01
168,181,2014-05-01,2014-05-10
168,33,2014-05-10,2014-05-19
168,46,2014-05-19,2014-05-25
168,57,2014-05-25,2014-06-04
168,73,2014-06-04,2014-06-07
169,116,2010-12-31,2011-01-01
169,78,2011-01-01,2011-01-10
169,4,2011-01-10,2011-01-19
169,157,2011-01-19,2011-01-21
169,63,2011-01-21,2011-01-23
170,108,2011-02-20,2011-02-23
170,70,2011-02-23,2011-02-27
170,178,2011-02-27,2011-03-08
170,4,2011-03-08,2011-03-11
170,113,2011-03-11,2011-03-15
170,146,2011-03-15,2011-03-20
170,142,2011-03-20,2011-03-23
171,138,2014-10-29,2014-10-31
171,120,2014-10-31,2014-11-02
171,146,2014-11-02,2014-11-07
171,184,2014-11-07,2014-11-14
172,47,2020-01-26,2020-01-31
172,169,2020-01-31,2020-02-09
172,165,2020-02-09,2020-02-11
173,82,2008-12-24,2009-01-03
173,149,2009-01-03,2009-01-11
173,23,2009-01-11,2009-01-13
173,151,2009-01-13,2009-01-19
173,181,2009-01-19,2009-01-26
173,134,2009-01-26,2009-02-04
173,193,2009-02-04,2009-02-05
173,195,2009-02-05,2009-02-12
174,173,2019-07-17,2019-07-24
174,4,2019-07-24,2019-07-25
174,184,2019-07-25,2019-07-27
174,163,2019-07-27,2019-08-06
174,135,2019-08-06,2019-08-10
175,11,2014-04-08,2014-04-13
175,9,2014-04-13,2014-04-17
175,14,2014-04-17,2014-04-22
175,160,2014-04-22,2014-04-29
175,101,2014-04-29,2014-05-05
175,120,2014-05-05,2014-05-07
176,64,2019-03-16,2019-03-21
176,53,2019-03-21,2019-03-27
176,114,2019-03-27,2019-04-02
176,80,2019-04-02,2019-04-12
176,113,2019-04-12,2019-04-20
176,96,2019-04-20,2019-04-22
176,197,2019-04-22,2019-04-26
176,128,2019-04-26,2019-04-27
177,107,2014-11-07,2014-11-16
177,154,2014-11-16,2014-11-19
177,3,2014-11-19,2014-11-25
177,25,2014-11-25,2014-12-05
177,116,2014-12-05,2014-12-15
177,91,2014-12-15,2014-12-24
177,192,2014-12-24,2014-12-31
177,159,2014-12-31,2015-01-10
178,189,2022-05-16,2022-05-19
178,134,2022-05-19,2022-05-27
178,152,2022-05-27,2022-06-03
178,94,2022-06-03,2022-06-04
178,15,2022-06-04,2022-06-08
179,151,2009-02-08,2009-02-16
179,106,2009-02-16,2009-02-19
179,161,2009-02-19,2009-02-21
179,149,2009-02-21,2009-02-25
179,77,2009-02-25,2009-03-05
179,121,2009-03-05,2009-03-09
179,133,2009-03-09,2009-03-10
180,194,2008-01-07,2008-01-14
181,195,2012-08-25,2012-09-02
181,194,2012-09-02,2012-09-09
181,128,2012-09-09,2012-09-12
181,73,2012-09-12,2012-09-15
181,192,2012-09-15,2012-09-19
181,64,2012-09-19,2012-09-26
181,111,2012-09-26,2012-10-04
182,98,2022-04-07,2022-04-11
183,190,2009-12-01,2009-12-06
183,137,2009-12-06,2009-12-11
183,165,2009-12-11,2009-12-20
183,24,2009-12-20,2009-12-22
183,81,2009-12-22,2009-12-23
183,35,2009-12-23,2009-12-28
183,117,2009-12-28,2010-01-05
183,108,2010-01-05,2010-01-15
183,181,2010-01-15,2010-01-20
184,194,2020-02-08,2020-02-12
184,8,2020-02-12,2020-02-20
185,38,2016-03-06,2016-03-10
185,7,2016-03-10,2016-03-15
185,33,2016-03-15,2016-03-21
185,141,2016-03-21,2016-03-27
185,140,2016-03-27,2016-04-05
185,68,2016-04-05,2016-04-12
185,46,2016-04-12,2016-04-19
186,181,2019-10-23,2019-11-02
186,95,2019-11-02,2019-11-08
186,141,2019-11-08,2019-11-15
186,21,2019-11-15,2019-11-24
186,1,2019-11-24,2019-11-29
186,185,2019-11-29,2019-12-03
186,131,2019-12-03,2019-12-08
186,78,2019-12-08,2019-12-12
186,92,2019-12-12,2019-12-13
187,119,2013-02-17,2013-02-21
187,113,2013-02-21,2013-02-28
188,80,2012-03-26,2012-03-30
188,122,2012-03-30,2012-04-03
188,102,2012-04-03,2012-04-06
188,138,2012-04-06,2012-04-11
188,169,2012-04-11,2012-04-17
188,86,2012-04-17,2012-04-23
188,50,2012-04-23,2012-05-02
188,7,2012-05-02,2012-05-10
188,28,2012-05-10,2012-05-11
189,110,2019-04-11,2019-04-18
190,37,2013-07-27,2013-07-28
190,202,2013-07-28,2013-08-02
190,109,2013-08-02,2013-08-03
190,88,2013-08-03,2013-08-04
190,101,2013-08-04,2013-08-08
190,120,2013-08-08,2013-08-14
190,64,2013-08-14,2013-08-20
190,52,2013-08-20,2013-08-21
190,198,2013-08-21,2013-08-25
191,181,2010-12-02,2010-12-12
191,117,2010-12-12,2010-12-18
191,135,2010-12-18,2010-12-28
191,3,2010-12-28,2011-01-04
191,57,2011-01-04,2011-01-11
191,140,2011-01-11,2011-01-16
191,127,2011-01-16,2011-01-22
191,197,2011-01-22,2011-01-31
191,155,2011-01-31,2011-02-04
192,47,2022-08-03,2022-08-13
192,69,2022-08-13,2022-08-20
192,123,2022-08-20,2022-08-23
192,86,2022-08-23,2022-08-26
192,116,2022-08-26,2022-09-02
192,28,2022-09-02,2022-09-06
192,161,2022-09-06,2022-09-08
192,109,2022-09-08,2022-09-18
192,137,2022-09-18,2022-09-28
193,198,2016-12-12,2016-12-19
194,36,2019-07-04,2019-07-11
194,176,2019-07-11,2019-07-17
194,151,2019-07-17,2019-07-22
194,164,2019-07-22,2019-07-28
194,187,2019-07-28,2019-08-01
194,45,2019-08-01,2019-08-04
194,153,2019-08-04,2019-08-09
194,87,2019-08-09,2019-08-16
194,184,2019-08-16,2019-08-24
195,147,2022-07-15,2022-07-25
195,163,2022-07-25,2022-07-31
195,197,2022-07-31,2022-08-05
196,159,2016-10-31,2016-11-04
196,143,2016-11-04,2016-11-10
196,79,2016-11-10,2016-11-13
196,105,2016-11-13,2016-11-16
196,69,2016-11-16,2016-11-19
196,147,2016-11-19,2016-11-23
196,119,2016-11-23,2016-11-27
196,122,2016-11-27,2016-12-04
197,22,2009-01-10,2009-01-14
197,130,2009-01-14,2009-01-23
197,139,2009-01-23,2009-02-01
197,112,2009-02-01,2009-02-10
197,186,2009-02-10,2009-02-13
197,115,2009-02-13,2009-02-22
197,201,2009-02-22,2009-03-04
198,160,2021-06-12,2021-06-22
199,1,2018-09-11,2018-09-19
199,81,2018-09-19,2018-09-29
199,98,2018-09-29,2018-10-08
199,24,2018-10-08,2018-10-17
200,130,2016-06-24,2016-06-28
200,26,2016-06-28,2016-07-01
200,22,2016-07-01,2016-07-09
200,108,2016-07-09,2016-07-12
200,115,2016-07-12,2016-07-14
200,43,2016-07-14,2016-07-15
200,105,2016-07-15,2016-07-18
201,3,2010-08-03,2010-08-06
201,59,2010-08-06,2010-08-14
201,105,2010-08-14,2010-08-20
201,177,2010-08-20,2010-08-28
201,113,2010-08-28,2010-09-02
201,182,2010-09-02,2010-09-08
201,137,2010-09-08,2010-09-16
201,191,2010-09-16,2010-09-24
201,160,2010-09-24,2010-10-04
202,197,2017-01-18,2017-01-28
202,153,2017-01-28,2017-02-05
202,109,2017-02-05,2017-02-15
202,150,2017-02-15,2017-02-19
202,155,2017-02-19,2017-03-01
202,105,2017-03-01,2017-03-04
202,141,2017-03-04,2017-03-11
202,96,2017-03-11,2017-03-18
203,174,2017-03-01,2017-03-07
203,49,2017-03-07,2017-03-13
203,193,2017-03-13,2017-03-22
203,149,2017-03-22,2017-03-30
203,83,2017-03-30,2017-04-03
203,203,2017-04-03,2017-04-12
203,118,2017-04-12,2017-04-14
204,179,2021-10-29,2021-11-02
204,161,2021-11-02,2021-11-04
204,139,2021-11-04,2021-11-12
205,41,2022-01-16,2022-01-23
205,167,2022-01-23,2022-02-01
205,13,2022-02-01,2022-02-04
206,10,2009-01-05,2009-01-12
206,1,2009-01-12,2009-01-18
206,69,2009-01-18,2009-01-21
206,77,2009-01-21,2009-01-30
206,189,2009-01-30,2009-02-07
206,102,2009-02-07,2009-02-11
207,59,2017-08-08,2017-08-15
207,49,2017-08-15,2017-08-24
207,197,2017-08-24,2017-09-02
207,157,2017-09-02,2017-09-04
207,191,2017-09-04,2017-09-12
207,73,2017-09-12,2017-09-13
208,174,2015-03-08,2015-03-16
208,136,2015-03-16,2015-03-18
208,166,2015-03-18,2015-03-25
208,203,2015-03-25,2015-03-28
208,14,2015-03-28,2015-04-02
208,12,2015-04-02,2015-04-04
209,64,2022-01-22,2022-01-25
209,101,2022-01-25,2022-02-04
209,190,2022-02-04,2022-02-14
209,145,2022-02-14,2022-02-15
210,130,2019-10-02,2019-10-12
210,10,2019-10-12,2019-10-21
210,63,2019-10-21,2019-10-30
210,9,2019-10-30,2019-11-02
210,38,2019-11-02,2019-11-08
211,14,2022-12-06,2022-12-12
211,105,2022-12-12,2022-12-22
212,117,2012-11-28,2012-12-04
212,24,2012-12-04,2012-12-07
212,109,2012-12-07,2012-12-15
212,125,2012-12-15,2012-12-21
212,30,2012-12-21,2012-12-23
212,72,2012-12-23,2013-01-02
213,19,2021-04-11,2021-04-21
213,120,2021-04-21,2021-04-25
213,169,2021-04-25,2021-04-28
213,99,2021-04-28,2021-05-03
213,82,2021-05-03,2021-05-11
213,45,2021-05-11,2021-05-19
213,196,2021-05-19,2021-05-29
214,63,2012-12-14,2012-12-22
214,167,2012-12-22,2012-12-28
214,9,2012-12-28,2013-01-02
214,194,2013-01-02,2013-01-11
214,61,2013-01-11,2013-01-21
214,97,2013-01-21,2013-01-31
214,123,2013-01-31,2013-02-07
214,175,2013-02-07,2013-02-15
215,110,2017-12-09,2017-12-16
215,124,2017-12-16,2017-12-24
215,106,2017-12-24,2018-01-03
215,168,2018-01-03,2018-01-06
216,181,2010-07-14,2010-07-23
216,70,2010-07-23,2010-07-26
217,121,2019-01-06,2019-01-12
217,173,2019-01-12,2019-01-21
217,27,2019-01-21,2019-01-25
217,58,2019-01-25,2019-01-29
217,45,2019-01-29,2019-02-07
218,94,2014-01-02,2014-01-09
218,65,2014-01-09,2014-01-19
219,84,2018-02-20,2018-02-21
220,11,2008-04-01,2008-04-03
220,118,2008-04-03,2008-04-05
221,6,2017-06-03,2017-06-10
222,83,2019-04-06,2019-04-09
222,132,2019-04-09,2019-04-17
222,16,2019-04-17,2019-04-21
223,103,2016-06-09,2016-06-19
224,179,2015-02-02,2015-02-10
224,183,2015-02-10,2015-02-19
224,169,2015-02-19,2015-02-26
225,137,2009-06-04,2009-06-06
225,145,2009-06-06,2009-06-09
225,132,2009-06-09,2009-06-18
225,146,2009-06-18,2009-06-20
226,150,2013-03-09,2013-03-13
226,105,2013-03-13,2013-03-19
227,166,2009-08-25,2009-09-03
227,49,2009-09-03,2009-09-06
228,62,2022-08-03,2022-08-09
228,41,2022-08-09,2022-08-13
228,99,2022-08-13,2022-08-15
228,67,2022-08-15,2022-08-23
228,76,2022-08-23,2022-08-30
228,181,2022-08-30,2022-09-08
228,115,2022-09-08,2022-09-15
229,49,2012-04-13,2012-04-16
229,164,2012-04-16,2012-04-20
229,160,2012-04-20,2012-04-23
229,66,2012-04-23,2012-05-02
229,118,2012-05-02,2012-05-09
229,44,2012-05-09,2012-05-14
230,75,2012-02-29,2012-03-01
230,22,2012-03-01,2012-03-08
230,42,2012-03-08,2012-03-10
230,32,2012-03-10,2012-03-14
230,183,2012-03-14,2012-03-18
231,172,2020-10-20,2020-10-22
231,43,2020-10-22,2020-10-28
231,195,2020-10-28,2020-11-05
231,38,2020-11-05,2020-11-12
231,41,2020-11-12,2020-11-16
231,178,2020-11-16,2020-11-21
231,96,2020-11-21,2020-11-25
232,119,2014-02-14,2014-02-24
232,86,2014-02-24,2014-02-25
232,110,2014-02-25,2014-03-05
232,64,2014-03-05,2014-03-08
232,125,2014-03-08,2014-03-13
232,181,2014-03-13,2014-03-23
232,40,2014-03-23,2014-03-29
232,146,2014-03-29,2014-04-05
233,39,2014-05-05,2014-05-15
233,107,2014-05-15,2014-05-24
233,127,2014-05-24,2014-05-25
233,160,2014-05-25,2014-05-30
233,111,2014-05-30,2014-06-09
233,168,2014-06-09,2014-06-18
233,200,2014-06-18,2014-06-23
233,174,2014-06-23,2014-07-01
234,113,2020-06-05,2020-06-13
234,124,2020-06-13,2020-06-22
235,26,2013-11-11,2013-11-12
235,172,2013-11-12,2013-11-16
235,106,2013-11-16,2013-11-22
235,113,2013-11-22,2013-11-25
235,55,2013-11-25,2013-12-04
236,90,2009-04-06,2009-04-08
236,181,2009-04-08,2009-04-18
236,17,2009-04-18,2009-04-24
236,197,2009-04-24,2009-05-04
236,5,2009-05-04,2009-05-11
236,182,2009-05-11,2009-05-19
236,123,2009-05-19,2009-05-29
237,127,2022-02-12,2022-02-17
237,79,2022-02-17,2022-02-19
237,136,2022-02-19,2022-02-22
237,44,2022-02-22,2022-02-25
237,103,2022-02-25,2022-03-06
237,30,2022-03-06,2022-03-07
238,38,2021-11-13,2021-11-20
239,164,2022-09-12,2022-09-14
239,44,2022-09-14,2022-09-20
239,158,2022-09-20,2022-09-28
240,157,2008-04-07,2008-04-11
240,88,2008-04-11,2008-04-16
240,202,2008-04-16,2008-04-17
240,56,2008-04-17,2008-04-19
240,16,2008-04-19,2008-04-26
240,201,2008-04-26,2008-05-04
240,164,2008-05-04,2008-05-07
241,78,2019-10-24,2019-11-02
241,69,2019-11-02,2019-11-06
241,201,2019-11-06,2019-11-12
241,54,2019-11-12,2019-11-14
241,114,2019-11-14,2019-11-23
242,135,2021-07-12,2021-07-15
242,182,2021-07-15,2021-07-20
242,171,2021-07-20,2021-07-25
242,11,2021-07-25,2021-07-28
242,123,2021-07-28,2021-07-29
243,194,2016-01-18,2016-01-24
243,113,2016-01-24,2016-01-30
243,95,2016-01-30,2016-02-02
243,185,2016-02-02,2016-02-06
243,48,2016-02-06,2016-02-07
243,21,2016-02-07,2016-02-11
243,15,2016-02-11,2016-02-21
244,123,2020-07-26,2020-07-28
244,15,2020-07-28,2020-08-07
244,182,2020-08-07,2020-08-11
244,83,2020-08-11,2020-08-17
244,192,2020-08-17,2020-08-26
244,63,2020-08-26,2020-09-04
245,149,2013-06-18,2013-06-27
245,52,2013-06-27,2013-07-03
245,123,2013-07-03,2013-07-08
245,53,2013-07-08,2013-07-18
245,171,2013-07-18,2013-07-23
245,169,2013-07-23,2013-08-02
246,77,2013-05-31,2013-06-06
246,100,2013-06-06,2013-06-09
246,130,2013-06-09,2013-06-11
246,184,2013-06-11,2013-06-20
247,118,2014-08-31,2014-09-07
247,29,2014-09-07,2014-09-08
247,122,2014-09-08,2014-09-16
247,71,2014-09-16,2014-09-26
247,167,2014-09-26,2014-10-06
248,191,2013-01-23,2013-01-25
248,23,2013-01-25,2013-01-31
249,198,2019-02-20,2019-02-24
249,203,2019-02-24,2019-03-03
249,86,2019-03-03,2019-03-04
249,102,2019-03-04,2019-03-08
249,29,2019-03-08,2019-03-15
249,116,2019-03-15,2019-03-25
250,91,2017-08-17,2017-08-27
250,131,2017-08-27,2017-09-02
250,43,2017-09-02,2017-09-12
250,54,2017-09-12,2017-09-22
250,195,2017-09-22,2017-09-28
251,142,2017-08-23,2017-08-26
251,35,2017-08-26,2017-08-31
251,183,2017-08-31,2017-09-06
251,145,2017-09-06,2017-09-11
251,162,2017-09-11,2017-09-18
251,116,2017-09-18,2017-09-27
252,27,2015-04-06,2015-04-08
252,118,2015-04-08,2015-04-16
253,181,2020-10-03,2020-10-10
253,73,2020-10-10,2020-10-12
253,159,2020-10-12,2020-10-13
253,18,2020-10-13,2020-10-14
253,85,2020-10-14,2020-10-22
254,86,2020-02-08,2020-02-11
255,132,2020-06-02,2020-06-09
255,69,2020-06-09,2020-06-13
255,16,2020-06-13,2020-06-17
255,24,2020-06-17,2020-06-26
256,142,2014-09-20,2014-09-25
256,91,2014-09-25,2014-09-27
256,24,2014-09-27,2014-09-28
257,162,2008-02-26,2008-03-02
257,59,2008-03-02,2008-03-12
257,98,2008-03-12,2008-03-19
258,92,2016-11-03,2016-11-06
258,145,2016-11-06,2016-11-13
258,51,2016-11-13,2016-11-16
258,44,2016-11-16,2016-11-20
258,168,2016-11-20,2016-11-22
258,185,2016-11-22,2016-11-27
258,163,2016-11-27,2016-12-01
258,120,2016-12-01,2016-12-06
259,177,2016-12-26,2017-01-04
260,54,2009-07-06,2009-07-14
260,76,2009-07-14,2009-07-18
260,106,2009-07-18,2009-07-27
260,1,2009-07-27,2009-08-02
260,193,2009-08-02,2009-08-04
260,34,2009-08-04,2009-08-09
260,32,2009-08-09,2009-08-18
261,129,2008-06-27,2008-07-07
262,157,2019-01-31,2019-02-03
262,162,2019-02-03,2019-02-12
262,134,2019-02-12,2019-02-19
262,90,2019-02-19,2019-02-21
263,153,2012-02-20,2012-02-28
263,13,2012-02-28,2012-03-04
263,18,2012-03-04,2012-03-14
264,113,2020-04-28,2020-05-07
264,50,2020-05-07,2020-05-11
265,1,2021-10-12,2021-10-13
265,135,2021-10-13,2021-10-15
265,92,2021-10-15,2021-10-19
265,99,2021-10-19,2021-10-27
265,200,2021-10-27,2021-10-28
265,100,2021-10-28,2021-11-04
265,84,2021-11-04,2021-11-12
266,114,2012-04-03,2012-04-08
266,183,2012-04-08,2012-04-15
266,127,2012-04-15,2012-04-22
266,125,2012-04-22,2012-04-26
266,162,2012-04-26,2012-05-06
266,117,2012-05-06,2012-05-13
266,73,2012-05-13,2012-05-15
266,22,2012-05-15,2012-05-19
266,107,2012-05-19,2012-05-29
267,71,2021-09-26,2021-09-28
267,28,2021-09-28,2021-10-01
267,185,2021-10-01,2021-10-06
267,9,2021-10-06,2021-10-13
267,203,2021-10-13,2021-10-21
267,84,2021-10-21,2021-10-24
267,146,2021-10-24,2021-11-02
267,108,2021-11-02,2021-11-10
268,87,2020-05-08,2020-05-10
269,147,2016-11-23,2016-11-27
269,195,2016-11-27,2016-12-03
269,38,2016-12-03,2016-12-13
270,194,2020-08-11,2020-08-13
270,110,2020-08-13,2020-08-16
270,119,2020-08-16,2020-08-26
270,197,2020-08-26,2020-08-31
270,23,2020-08-31,2020-09-02
270,134,2020-09-02,2020-09-10
270,181,2020-09-10,2020-09-13
270,144,2020-09-13,2020-09-23
271,68,2020-06-11,2020-06-14
271,127,2020-06-14,2020-06-20
271,101,2020-06-20,2020-06-29
271,134,2020-06-29,2020-07-09
271,172,2020-07-09,2020-07-14
271,20,2020-07-14,2020-07-16
271,118,2020-07-16,2020-07-20
271,83,2020-07-20,2020-07-25
272,81,2018-02-05,2018-02-14
272,86,2018-02-14,2018-02-22
273,117,2020-11-16,2020-11-24
273,31,2020-11-24,2020-11-29
273,109,2020-11-29,2020-12-06
273,120,2020-12-06,2020-12-12
274,100,2008-10-20,2008-10-21
274,186,2008-10-21,2008-10-28
274,122,2008-10-28,2008-11-05
274,9,2008-11-05,2008-11-13
274,154,2008-11-13,2008-11-23
275,45,2016-01-30,2016-01-31
275,18,2016-01-31,2016-02-06
275,199,2016-02-06,2016-02-11
275,85,2016-02-11,2016-02-19
276,147,2020-10-20,2020-10-22
277,92,2016-04-03,2016-04-10
277,36,2016-04-10,2016-04-17
277,64,2016-04-17,2016-04-18
278,174,2022-08-25,2022-08-27
278,26,2022-08-27,2022-08-31
278,143,2022-08-31,2022-09-06
278,4,2022-09-06,2022-09-12
278,180,2022-09-12,2022-09-19
279,97,2014-06-25,2014-07-04
279,64,2014-07-04,2014-07-13
279,200,2014-07-13,2014-07-20
279,111,2014-07-20,2014-07-22
279,145,2014-07-22,2014-07-26
279,170,2014-07-26,2014-07-30
279,34,2014-07-30,2014-08-06
279,130,2014-08-06,2014-08-15
280,163,2020-09-13,2020-09-15
280,196,2020-09-15,2020-09-19
280,176,2020-09-19,2020-09-21
280,110,2020-09-21,2020-09-27
280,66,2020-09-27,2020-10-05
280,48,2020-10-05,2020-10-15
280,91,2020-10-15,2020-10-19
280,55,2020-10-19,2020-10-29
281,54,2018-10-07,2018-10-15
281,188,2018-10-15,2018-10-17
281,77,2018-10-17,2018-10-22
281,53,2018-10-22,2018-10-23
281,26,2018-10-23,2018-11-02
281,200,2018-11-02,2018-11-06
281,172,2018-11-06,2018-11-12
281,18,2018-11-12,2018-11-16
282,51,2010-03-17,2010-03-23
283,12,2008-08-05,2008-08-14
283,125,2008-08-14,2008-08-23
283,4,2008-08-23,2008-08-29
283,62,2008-08-29,2008-08-30
283,74,2008-08-30,2008-09-09
283,70,2008-09-09,2008-09-18
283,157,2008-09-18,2008-09-24
284,129,2010-05-28,2010-06-06
284,46,2010-06-06,2010-06-10
285,180,2009-01-13,2009-01-14
285,109,2009-01-14,2009-01-22
285,120,2009-01-22,2009-01-27
285,99,2009-01-27,2009-02-05
285,105,2009-02-05,2009-02-08
285,121,2009-02-08,2009-02-18
285,128,2009-02-18,2009-02-28
286,102,2016-08-23,2016-08-27
286,176,2016-08-27,2016-08-28
286,182,2016-08-28,2016-09-04
286,24,2016-09-04,2016-09-06
286,145,2016-09-06,2016-09-15
286,116,2016-09-15,2016-09-22
286,198,2016-09-22,2016-10-01
286,81,2016-10-01,2016-10-04
286,150,2016-10-04,2016-10-10
287,195,2014-03-04,2014-03-11
287,144,2014-03-11,2014-03-13
287,82,2014-03-13,2014-03-22
287,44,2014-03-22,2014-03-29
288,78,2009-06-25,2009-06-29
288,105,2009-06-29,2009-07-05
288,42,2009-07-05,2009-07-09
288,27,2009-07-09,2009-07-15
288,68,2009-07-15,2009-07-19
289,137,2009-03-05,2009-03-15
289,18,2009-03-15,2009-03-22
289,22,2009-03-22,2009-03-24
289,25,2009-03-24,2009-04-01
289,182,2009-04-01,2009-04-05
289,132,2009-04-05,2009-04-07
289,183,2009-04-07,2009-04-09
289,71,2009-04-09,2009-04-14
290,157,2021-02-28,2021-03-04
290,94,2021-03-04,2021-03-14
290,166,2021-03-14,2021-03-15
290,28,2021-03-15,2021-03-17
290,106,2021-03-17,2021-03-20
290,27,2021-03-20,2021-03-29
291,190,2013-09-15,2013-09-20
291,92,2013-09-20,2013-09-25
291,60,2013-09-25,2013-10-03
291,26,2013-10-03,2013-10-10
291,137,2013-10-10,2013-10-12
291,192,2013-10-12,2013-10-17
291,201,2013-10-17,2013-10-27
291,3,2013-10-27,2013-10-28
291,82,2013-10-28,2013-11-01
292,139,2015-11-17,2015-11-22
292,47,2015-11-22,2015-12-01
292,68,2015-12-01,2015-12-05
292,191,2015-12-05,2015-12-10
292,182,2015-12-10,2015-12-16
293,48,2008-03-19,2008-03-21
293,78,2008-03-21,2008-03-22
293,100,2008-03-22,2008-03-24
293,63,2008-03-24,2008-04-03
294,52,2017-05-21,2017-05-22
294,122,2017-05-22,2017-05-24
294,200,2017-05-24,2017-06-03
294,160,2017-06-03,2017-06-13
295,167,2020-07-29,2020-08-01
296,34,2019-07-17,2019-07-22
296,56,2019-07-22,2019-07-30
296,193,2019-07-30,2019-08-09
296,20,2019-08-09,2019-08-17
296,147,2019-08-17,2019-08-27
296,120,2019-08-27,2019-08-31
