source,dest,weight
10105901,10054385,0.398
10105901,10206925,0.398
10105901,10202039,0.522
10105901,10233141,0.699
10105901,10259985,0.699
10105901,10261731,0.301
10105901,10248061,0.522
10105901,10150147,0.155
10105901,10098771,0.301
10105901,10268335,0.301
10105901,10027195,0.222
10105901,10190817,0.398
10105901,10032691,0.398
10105901,10015947,0.522
10105901,10263941,0.699
10105901,10134849,0.301
10105901,10012919,0.301
10105901,10012961,100
10105901,10156021,0.522
10105901,10262137,1
10105901,10069631,0.398
10105901,10182147,0.398
10105901,10065623,1
10105901,10048145,1
10105901,10134379,0.522
10105901,10249327,0.699
10105901,10089159,0.699
10105901,10144041,0.222
10105901,10201277,0.301
10105901,10131653,0.301
10105901,10018943,1
10105901,10028217,0.222
10105901,10012293,0.398
10105901,10264873,0.522
10105901,10019139,0.522
10105901,10146969,0.301
10105901,10040391,0.398
10105901,10213155,0.301
10105901,10104831,0.301
10105901,10268809,0.301
10105901,10147731,0.522
10105901,10158011,0.301
10105901,10002791,0.398
10105901,10048579,0.155
10105901,10255179,0.155
10105901,10143857,0.301
10105901,10173183,0.301
10105901,10135099,0.222
10105901,10137607,0.522
10105901,10242609,0.046
10105901,10258873,0.522
10105901,10234489,0.398
10105901,10260021,0.222
10105901,10232555,0.522
10105901,10028271,0.301
10105901,10137285,0.699
10105901,10108331,0.398
10105901,10153779,0.398
10105901,10152933,0.522
10105901,10068529,0.398
10105901,10162297,0.699
10105901,10051143,0.699
10105901,10000747,0.522
10105901,10017437,0.398
10105901,10030053,0.398
10105901,10246445,0.398
10105901,10178041,0.522
10105901,10153615,0.301
10105901,10035561,0.398
10105901,10032579,0.398
10105901,10236797,0.046
10105901,10274859,0.398
10168521,10015149,100
10168521,1026769,0.522
10168521,10247253,0.522
10168521,10232993,0.522
10168521,10176783,0.222
10168521,10274891,0.522
10168521,10058459,0.699
10168521,10127779,0.222
10168521,10255847,0.222
10168521,10213137,0.699
10168521,10264273,0.699
10168521,10260569,0.097
10168521,10032465,0.398
10168521,10054841,0.522
10168521,10017801,0.222
10168521,10002267,0.222
10168521,10245393,0.301
10168521,10150745,0.398
10168521,10260301,0.046
10168521,10214805,0.398
10168521,10232161,100
10168521,10216525,0.301
10168521,10003819,0.301
10168521,10185761,0.222
10168521,10000281,0.699
10168521,10134189,0.522
10168521,10019209,0.398
10168521,10004381,1
10168521,10018997,0.301
10168521,10147129,0.398
10168521,10186057,0.046
10168521,10202757,0.398
10168521,10000641,0.398
10168521,10019161,0.699
10168521,10232539,0.398
10168521,10169039,0.699
10168521,10244107,0.398
10168521,1026731,0.699
10168521,10131723,0.222
10168521,10219643,0.398
10168521,10162013,0.301
10168521,10213333,0.222
10168521,10147011,0.522
10168521,10188501,0.699
10168521,10081401,0.699
10168521,10197997,0.699
10168521,10152343,0.398
10168521,10052327,0.301
10168521,10089435,0.301
10168521,10159049,0.522
10168521,10185999,0.301
10168521,10213447,0.222
10168521,10213937,0.398
10168521,10266903,0.522
10168521,10012435,0.398
10168521,10256903,0.398
10168521,10032821,0.398
10168521,10046859,0.398
10168521,10185555,0.301
10168521,10051537,100
10168521,10036899,0.155
10168521,10245865,0.699
10168521,1020500,0.155
10168521,10202029,0.222
10168521,10181609,0.301
10168521,10108709,0.522
10168521,10242467,0.522
10168521,10006055,0.398
10168521,10182399,0.522
10168521,10015161,0.522
10168521,10242615,0.398
10168521,10256963,0.699
10168521,10252419,0.301
10168521,10253527,0.522
10168521,10268385,0.398
10168521,10256967,0.222
10168521,10213475,0.301
10168521,10163511,0.301
10168521,10173243,0.522
10168521,10261843,0.301
10168521,1000745,0.398
10168521,10007829,0.301
10168521,10262867,0.522
10168521,10169381,0.398
10168521,10249387,0.222
10168521,10080569,0.398
10168521,10136043,0.097
10168521,10262307,0.301
10168521,10143753,0.398
10168521,10223333,0.522
10168521,10147215,0.398
10168521,10002785,0.222
10168521,10202037,0.522
10168521,10159305,0.301
10168521,10124885,0.222
10168521,10154915,0.155
10155779,10185327,0.097
10155779,10001281,0.522
10155779,10128387,0.699
10155779,10188731,0.155
10155779,10032667,0.398
10155779,10149019,0.097
10155779,10163887,0.301
10155779,10212957,0.222
10155779,10111007,1
10155779,10155973,0.222
10155779,10157929,0.522
10155779,10185915,0.097
10155779,10134531,0.522
10155779,10235345,0.155
10155779,10115439,0.222
10155779,10224911,0.522
10155779,10089225,0.222
10155779,10054431,0.398
10155779,1027237,0.398
10155779,10180751,0.398
10155779,10050389,0.301
10155779,10009723,0.522
10155779,10028269,0.097
10155779,10177993,0.301
10155779,10111391,0.398
10155779,10106603,0.398
10155779,10163919,0.699
10155779,10054491,0.398
10155779,10197589,0.301
10155779,10098381,0.699
10155779,10054821,0.522
10155779,10128891,0.522
10155779,10028855,0.522
10155779,10213421,0.301
10155779,10120903,0.301
10155779,10028271,0.155
10155779,10002193,0.301
10155779,10262085,0.398
10155779,10027717,0.699
10155779,10198117,0.699
10155779,10185125,0.522
10155779,10032637,0.522
10155779,10151363,0.301
10155779,10135877,0.222
10155779,10213381,0.097
10155779,10001975,0.301
10155779,10050673,0.699
10155779,10032795,0.398
10155779,10132125,0.522
10155779,10099125,0.301
10155779,10256513,0.398
10155779,10177983,0.522
10155779,10222933,0.522
10155779,10244995,0.222
10155779,10154591,0.222
10155779,10260329,0.301
10155779,10252759,0.522
10155779,10075405,0.699
10155779,10223885,0.522
10155779,10126779,0.222
10155779,10263017,0.301
10155779,10136401,0.522
10155779,10246445,0.301
10155779,10014941,0.222
10155779,10003543,0.398
10155779,10188417,0.522
10155779,10171973,0.301
10155779,10258235,0.398
10155779,10111405,0.699
10155779,10191467,0.398
10155779,10260209,0.155
10155779,10197079,0.222
10155779,10256617,0.046
10155779,10063653,0.522
10155779,10244325,1
10155779,10145751,0.522
10155779,10147815,0.301
10155779,10019843,0.398
10155779,10095335,0.699
10155779,10013407,0.699
10155779,10223001,0
10155779,10266897,0.398
10155779,10224959,0.699
10155779,10255773,0.398
10155779,10054415,0.522
10155779,10206781,0.222
10155779,10138493,0.301
10155779,10244401,0.699
10155779,10138163,0.155
10155779,10236761,0.301
10155779,10003837,0.398
10155779,10017387,0.301
10155779,10261185,0.699
10155779,10155779,0.301
10155779,10153317,0.522
10155779,10246225,0.699
10155779,10246637,0.699
10155779,10202279,0.398
10155779,10135467,0.301
10155779,1027086,0.699
10155779,10213825,0.522
10155779,10054477,0.522
10155779,10054811,1
10155779,10129113,0.699
10155779,10238801,0.301
10064473,10157199,0.699
10064473,10246435,0.046
10064473,10154691,0.699
10064473,10153381,1
10064473,10244341,0.155
10064473,10144685,0.301
10064473,10233151,0.398
10064473,10016715,0.301
10064473,10231981,0.398
10064473,10064041,0.398
10064473,10038611,0.699
10064473,1027068,0.398
10064473,10206153,0.699
10064473,10173325,0.522
10064473,10244523,0.398
10064473,10253265,0.522
10064473,10052313,0.398
10064473,10206761,0.301
10117221,10029035,0.301
10117221,10012341,0.398
10117221,10222655,0.398
10117221,10151671,0.398
10117221,10207393,0.155
10117221,1026845,0.301
10117221,10206785,0.222
10117221,10223285,0.522
10117221,10060111,0.046
10117221,10032717,0.222
10117221,10259999,1
10117221,10195979,0.522
10117221,10247299,0.699
10117221,10242607,0.301
10117221,10015989,0.522
10117221,10046897,0.222
10117221,10244171,0.699
10117221,10266883,0.301
10117221,10231241,100
10117221,10143649,0.398
10117221,10188049,0.398
10117221,10265511,0.222
10117221,10029293,0.398
10117221,10091349,0.522
10117221,10004143,0.222
10117221,10185603,0.699
10117221,10166487,0.522
10117221,10132601,0.155
10117221,10213109,0.522
10117221,10238397,0.301
10117221,10186105,0.097
10117221,10262003,0.398
10117221,10095277,0.699
10117221,10244469,0.046
10117221,10187753,0.522
10117221,10197629,0.522
10117221,10005281,0.398
10117221,10017409,0.301
10117221,10004135,0.522
10117221,10163733,0.301
10117221,10213321,0.522
10117221,10021497,0.097
10117221,1027020,0.222
10117221,10155655,0.522
10117221,10185061,0.699
10117221,10216051,0.222
10117221,1002199,0.398
10117221,10033641,0.398
10117221,10187047,0.301
10117221,10134843,0.222
10117221,10206811,0.301
10117221,10013541,0.522
10117221,10062309,0.398
10117221,10262869,0.522
10117221,10261879,0.222
10117221,10004119,0.522
10117221,10013787,0.522
10117221,10233307,0.222
10117221,10151957,1
10117221,10231431,0.699
10117221,10018011,0.301
10117221,10115299,0.398
10117221,10135775,0.398
10117221,10036737,0.522
10117221,10182283,0.046
10117221,1026757,0.522
10117221,10197465,0.522
10117221,10073649,0.301
10117221,10206921,0.222
10117221,10004137,0.522
10117221,10246439,0.301
10117221,10163639,0.222
10117221,10132139,0.398
10117221,10202529,0.301
10117221,10178029,0.222
10117221,10033709,0.301
10117221,10206393,0.398
10117221,10140005,0.301
10117221,1002027,0.522
10117221,10036325,0.398
10117221,10265261,0.398
10117221,10168641,0.522
10117221,1026991,0.222
10117221,10254391,0.398
10117221,10242943,1
10117221,10036541,0.301
10117221,10074627,0.222
10117221,10155529,0.301
10117221,10143861,0.155
10117221,10145733,0.398
10117221,10208595,0.699
10117221,10138645,0.522
10117221,10266001,0.097
10117221,10032791,0.046
10117221,10251139,0.522
10117221,10145071,0.301
10117221,10156373,0.222
10117221,10063537,0.522
10117221,10157223,0.301
10117221,10132681,0.522
10117221,10136201,0.301
10117221,10206093,0.301
10117221,10266619,0.398
10117221,10254051,0.398
10117221,10138791,0.522
10117221,10248557,0.301
10117221,10261607,0.301
10117221,10266661,0.155
10117221,10052661,0.398
10117221,10135033,0.222
10117221,10241355,0.522
10111115,10089531,0.398
10111115,10234075,0.522
10111115,10121059,0.398
10111115,10166343,0.301
10111115,10236107,0.097
10111115,10002711,0.522
10111115,10202429,0.699
10111115,10196893,0.522
10111115,10255203,0.398
10111115,10198083,0.301
10111115,10092051,0.398
10111115,10242647,0.522
10111115,10251057,0.398
10111115,10145339,0.522
10111115,10201283,0.398
10111115,10248187,0.301
10111115,10223337,0.522
10111115,10075859,0.301
10111115,1027088,1
10111115,10091359,0.699
10111115,10153301,0.301
10111115,10012791,0.222
10111115,10143753,0.301
10111115,10033715,0.301
10111115,10135999,0.301
10111115,10232553,0.522
10111115,10140047,1
10111115,10213489,0.301
10121997,10220349,0.522
10121997,10196325,0.301
10121997,10016755,0.301
10121997,10163583,0.222
10121997,10033029,0.522
10121997,10134673,0.301
10121997,10264063,0.301
10121997,10244193,0.301
10121997,10246415,0.222
10121997,10186599,0.301
10121997,10253753,0.398
10121997,1000716,0.398
10121997,10176783,0.222
10121997,10051243,0.398
10121997,10040389,0.398
10121997,10203395,0.155
10121997,10111361,0.097
10121997,10097251,0.301
10121997,10033805,0.301
10121997,10035431,0.301
10121997,10242869,0.301
10121997,10137227,1
10121997,10207171,0.522
10121997,10052065,0.222
10121997,10127533,0.046
10121997,10029625,0.046
10121997,10092447,0.522
10121997,10154899,0.222
10121997,10019531,0.301
10121997,10213203,0.699
10121997,10185195,0.046
10121997,10005995,0.301
10121997,10147641,0.301
10121997,10151979,0.398
10121997,10205369,0.398
10121997,10187485,0.301
10121997,10137683,0.301
10121997,10236165,0.522
10121997,10236161,100
10121997,10247125,0.398
10121997,10231051,0.222
10121997,10268089,0.222
10121997,10263425,0.522
10121997,10062223,0.222
10121997,10117065,0.222
10121997,10028327,0.222
10121997,10133817,0.301
10121997,10108907,0.155
10121997,10186033,0.522
10121997,1027295,0.301
10121997,10260193,100
10121997,10029293,0.398
10121997,10032865,0.301
10121997,10182641,0.522
10121997,10030213,0.522
10121997,10155459,0.522
10121997,10260043,0.699
10121997,10246229,0.097
10121997,10244287,0.301
10121997,10134213,0.398
10121997,10137045,0.301
10121997,10193831,0.398
10121997,10198195,0.522
10121997,10163733,0.398
10121997,10135963,0.155
10121997,10015839,0.522
10121997,10193865,0.522
10121997,10253427,0.301
10121997,10178085,0.301
10121997,10145327,0.398
1011484,10134937,0.398
1011484,10043075,100
1011484,10254025,0.522
1011484,10239333,0.301
1011484,10206375,0.301
1011484,10016717,1
1011484,10212923,0.301
1011484,10132013,0.398
1011484,10255567,0.301
1011484,10140437,0.699
1011484,10235343,0.222
1011484,10012863,0.097
1011484,10166985,0.301
1011484,10213395,0.398
1011484,10236475,0.301
1011484,10115439,0.301
1011484,10232011,0.222
1011484,10156075,0.155
1011484,10267003,0.522
1011484,10213299,0.155
1011484,1015438,0.398
1011484,10206387,0.046
1011484,10032871,1
1011484,10217131,0.398
1011484,10072215,0.699
1011484,10017741,1
1011484,10163555,100
1011484,10244431,0.398
1011484,10274081,0.222
1011484,10109025,0.301
1011484,10185625,100
1011484,10185759,0.522
1011484,10242407,0.046
1011484,10062099,0.522
1011484,10202065,0.222
1011484,10222837,0.301
1011484,10185273,0.301
1011484,10235385,0.522
1011484,10202209,0.222
1011484,10153753,0.398
1011484,10266631,0.522
1011484,10027963,0.522
1011484,10268071,0.699
1011484,10189683,0.699
1011484,10247159,0.046
1011484,10127099,0.301
1011484,10075405,0.699
1011484,10012867,0.301
1011484,10245125,0.522
1011484,10236431,0.222
1011484,10256595,0.222
1011484,10248959,1
1011484,10207619,0.522
1011484,10068627,0.301
1011484,1022179,1
1011484,10188731,0.522
1011484,10261185,0.522
1011484,10013595,0.398
1011484,10145021,0.522
1011484,10092455,0
1011484,10029101,0
1011484,10217093,0.699
1011484,10014837,0.301
1011484,10244489,0.398
1011484,10213035,0.046
1011484,10178905,0.046
1011484,10186045,0.398
1011484,10245183,0.301
1011484,10017693,0.522
10207253,10236951,0.522
10207253,10180689,0.097
10207253,10146617,0.222
10207253,10063505,0.398
10207253,10026125,0.522
10207253,10104845,0.222
10207253,10254365,0.522
10207253,10128963,0.522
10207253,10213361,0.046
10207253,10185761,0.301
10207253,10135757,0.398
10207253,10064485,0.301
10207253,10255395,0.222
10207253,10054051,0.522
10207253,10212985,0.522
10207253,10186747,0.699
10207253,10149039,0.522
10207253,10253683,0.522
10207253,10157981,100
10207253,10106139,0.301
10207253,10274339,0.301
10207253,10266239,0.222
10207253,10002467,0.522
10207253,10073625,0.398
10207253,10234239,0.301
10207253,10017827,0.522
10207253,10234515,0.097
10207253,10232061,0.699
10030393,10247325,0.155
10030393,10054915,0.301
10030393,10052317,0.301
10030393,10185651,0.398
10030393,10185611,0.222
10030393,10185231,0.398
10030393,10180535,0.222
10030393,10097267,0.522
10030393,10202499,0.522
10030393,10063535,0.155
10030393,10185367,0.398
10030393,10131735,0.398
10030393,1021229,0.301
10030393,10198085,0
10030393,10264121,0.301
10030393,10051441,0.222
10030393,10244317,0.155
10030393,10188369,0.398
10030393,10255611,0.097
10030393,10015829,0.222
10030393,10119103,0.222
10030393,10245977,0.699
10030393,10155895,0.301
10030393,10148241,0.301
10030393,10235325,0.301
10030393,10266273,0.398
10030393,10033709,0.301
10030393,10255633,0.699
10030393,10161519,1
10030393,10017483,0.398
10030393,10002193,0.301
10030393,10051031,0.522
10030393,10052447,1
10030393,10152819,0.699
10030393,10132505,0.398
10030393,10163851,0.222
10030393,10197921,0.222
10030393,10197589,0.222
10030393,10063877,0.155
10030393,10206435,0.398
10030393,10142805,0.301
10030393,10246455,0.522
10030393,10173679,1
10030393,10213309,0.398
10030393,10216741,0.301
10030393,10184299,0.699
10030393,10124949,0.398
10030393,10235651,0.522
10030393,10189739,0.301
10030393,10188061,0.398
10030393,10144063,0.398
10030393,10135789,0.301
10030393,10178351,0.398
10030393,10109009,0.398
10030393,10024629,0.699
10030393,10098377,0.699
10030393,10186519,1
10030393,10018983,0.522
10030393,10181893,0.699
10030393,10214843,0.699
10030393,10267871,0.301
10030393,1027022,0.699
10030393,10002751,0.398
10030393,10236211,0.222
10030393,10038517,0.522
10030393,10185123,0.301
10030393,10153625,0.301
10030393,10242537,0.301
10030393,10108997,0.301
10030393,10246199,0.398
10012809,10128959,0.398
10012809,10206981,0.222
10012809,10153845,0.222
10012809,10074641,0.222
10012809,10212923,0.301
10012809,10099497,0.222
10012809,10154919,0.398
10012809,10248155,0.699
10012809,10040389,0.301
10012809,10088889,0.222
10012809,10054369,0.155
10012809,10224967,0.699
10012809,10075865,0.522
10012809,10186317,0.398
10012809,10219717,0.398
10012809,10275101,0.398
10012809,10062139,0.522
10012809,10018915,0.398
10012809,10255571,0.522
10012809,10030731,0.222
10012809,10156453,0.097
10012809,10017413,0.155
10012809,10147727,1
10012809,10241783,0.398
10012809,10232993,0.398
10012809,10018919,0.155
10012809,10255379,0.398
10012809,10030141,0.398
10012809,10003087,0.301
10012809,10044701,0.301
10012809,10150241,0.398
10012809,10184223,0.522
10012809,1000507,0.398
10012809,10212911,0.522
10012809,10256931,0.097
10012809,10223051,0.301
10012809,10260573,0.301
10012809,10205385,0.222
10012809,10248021,0.699
10012809,10267767,0.398
10012809,10027227,0.097
10012809,10147211,1
10012809,10212903,1
10012809,10247883,0.522
10012809,1011488,0.699
10012809,10127769,0.398
10012809,10234321,0.398
10012809,10137405,0.155
10012809,10075753,0.097
10012809,10134001,0.301
10012809,10261205,0.301
10012809,10266907,0.301
10012809,10219749,0.522
10012809,10027179,0.522
10012809,10222927,0.398
10012809,10070291,0.699
10012809,10193895,0.398
10012809,10176791,1
10012809,10003727,0.522
10012809,10274503,0.301
10012809,10241405,0.301
10012809,10233133,0.301
10012809,10017491,0.222
10012809,10150641,0.301
10012809,10086107,0.522
10012809,10188417,0.699
10012809,10143969,0.222
10012809,10171973,0.522
10012809,10038141,100
10012809,10205703,0.097
10012809,10239463,0.522
10012809,10233189,0.398
10012809,10054611,0.522
10012809,10137123,1
10012809,10136655,0.301
10012809,10202469,0.398
10012809,10161995,1
10012809,10063841,0.222
10012809,10004165,0.699
10012809,10135087,0.522
10012809,10181929,0.398
10012809,10256377,0.222
10012809,10199885,0.398
10012809,10253151,0.222
10012809,10012813,0.097
10012809,10256559,0.699
10012809,10138819,0.222
10012809,10146821,0.046
10012809,10018857,0.222
10012809,10153009,0.522
10012809,10231917,0.699
10012809,10140437,0.398
10012809,10098521,0.699
10012809,10254261,0.301
10012809,10003183,0.155
10012809,10180541,0.522
10012809,1026918,0.522
10012809,10178019,0.301
10012809,10214157,1
10012809,10018313,0.301
10012809,10262109,0.522
10012809,10058409,0.522
10012809,10254383,0.522
10147991,10241355,0.301
10147991,10068687,0.222
10147991,10261607,0.398
10147991,10145273,0.522
10147991,10053737,0.155
10147991,10015173,0.222
10147991,10074423,0.222
10147991,10146695,0.222
10147991,10244385,0.522
10147991,10020071,0.155
10147991,10266907,0.155
10147991,10265433,1
10147991,10154667,0.398
10147991,10074615,0.155
10147991,10050369,0.398
10147991,10062229,100
10147991,10262251,0.155
10147991,10224877,0.522
10147991,10063021,0.699
10147991,10255793,0.398
10147991,10073643,0.699
10147991,10101409,0.222
10147991,10106321,0.398
10147991,10089407,0.301
10147991,10252447,0.699
10147991,10091275,0.222
10147991,10235297,0.301
10147991,10242833,0.522
10147991,10253599,0.301
10147991,10233167,0.398
10147991,10069669,0.522
10147991,10127783,0
10147991,10202065,0.222
10147991,10074239,0.398
10147991,10115293,0.222
10147991,10162275,0.155
10147991,1002097,0.301
10203537,10235653,0.301
10203537,10236839,0.222
10203537,10149603,0.301
10203537,10000097,0.398
10203537,10099497,0.222
10161967,10020719,0.522
10161967,10052081,0.155
10161967,10054525,0.301
10161967,10135513,0.301
10161967,1026753,0.301
10161967,10203375,0.398
10161967,10018885,0.097
10161967,1003783,0.301
10161967,10051315,0.699
10161967,10012517,0.301
10161967,10244287,0.301
10161967,10137871,0.398
10161967,1000712,0.398
10161967,10058475,0.155
10161967,10004011,0.522
10161967,10151363,0.301
10161967,10031013,0.522
10161967,10206827,1
10161967,10028353,0.398
10161967,1027014,0.097
10161967,10134563,0.398
10161967,10187657,0.222
10161967,10203333,0.301
10161967,10202451,0.222
10161967,10253387,0.301
10161967,10181205,0.301
10161967,10101727,0.522
10161967,10255395,0.155
10161967,10174341,0.301
10161967,10262137,0.522
10089045,10052449,100
10089045,10095239,0.398
10089045,10004159,0.522
10089045,10232571,0.699
10089045,10238671,0.097
10089045,10213021,0.398
10089045,10234349,0.522
10089045,10013059,0.398
10089045,10051211,1
10089045,10025543,0.522
10089045,10153189,0.398
10089045,10264649,0.398
10089045,10064475,0.301
10089045,10113339,0.522
10089045,10158463,0.301
10089045,10181833,0.398
10089045,10253053,0.301
10089045,10224709,0.155
10089045,10160969,0.301
10089045,10180899,0.398
10089045,10009623,0.301
10089045,10128145,0.301
10089045,10274755,0.155
10089045,10236549,0.522
10089045,10213387,0.222
10089045,10142419,0.398
10089045,10115487,0.301
10089045,10239471,0.522
10089045,10203289,0.301
10089045,10147653,0.699
10089045,10268249,0.222
10089045,10266929,0.398
10089045,10052767,0.398
10089045,10121101,0.301
10089045,10185331,100
10089045,10205453,1
10089045,10216645,0.522
10089045,10223307,0.398
10089045,10186309,0.097
10089045,10247139,0.222
10089045,10027301,0.301
10089045,10091339,0.699
10089045,10028077,0.301
10089045,10108715,100
10089045,10207433,100
10089045,10260149,0.398
10089045,10251903,0.301
10089045,10194007,0.398
10089045,10237261,0.398
10089045,10214943,0.398
10089045,10121033,0.699
10089045,10153269,0.222
10089045,10155741,0.699
10089045,10186047,0.301
10089045,10098825,0.301
10089045,10145357,0.699
10089045,10205403,0.398
10089045,10155763,0.222
10089045,1010441,0.155
10089045,10185089,0.301
10089045,10205701,0.222
10089045,1026753,0.301
10089045,10052539,0.398
10089045,10239441,0.301
10089045,10013649,0.222
10089045,10153239,0.301
10089045,10017457,0.522
10089045,10254023,0.301
10089045,10002441,0.522
10089045,10176769,0.522
10089045,1022184,0.301
10089045,10179335,0.301
10089045,10159299,0.301
10089045,10150553,0.522
10089045,10274471,0.398
10089045,10138725,0.301
10148389,10157983,0.046
10148389,10137775,0.222
10148389,1025062,0.301
10148389,10153495,0.522
10148389,10189759,0.699
10148389,10109001,0.398
10148389,10054505,0.699
10148389,10238675,0.222
10148389,10133695,0.522
10148389,10019071,0.398
10148389,10134885,0.699
10148389,10234383,0.522
10148389,10154135,0.522
10148389,10235347,0.222
10148389,10207559,0.398
10148389,10101425,0.301
10148389,10137127,0.155
10148389,10266937,0.522
10148389,10262317,0.222
10148389,10193967,0.222
10148389,1000745,0.301
10148389,10020721,0.222
10148389,10186825,0.398
10148389,10018011,0.522
10148389,10247039,0.522
10148389,10073659,0.222
10148389,10179297,0.155
10148389,10135133,0.155
10148389,10196239,0.222
10148389,10134427,0.301
10148389,10186309,0.301
10148389,10127521,0.046
10148389,10127851,0.522
10148389,10245947,0.301
10148389,10018857,0.398
10148389,10137271,0.522
10148389,10206887,0.222
10148389,10030065,0.155
10148389,10064041,0.155
10148389,10016737,0.699
10148389,10038559,0.301
10148389,10148893,0.398
10148389,10162287,0.522
10148389,10030371,0.522
10148389,10180915,0.301
10148389,10255783,0.699
10148389,10206739,0.222
10148389,10148495,0.222
10148389,10131741,0.301
10148389,10058321,0.222
10148389,10106751,0.522
10148389,10131647,0.699
10148389,10138035,0.398
10148389,1005558,0.398
10148389,10157011,0.398
10148389,10213385,0.522
10028125,10018311,0.097
10028125,10238569,0.301
10028125,10075453,0.155
10028125,10133395,0.699
10028125,10099493,0.097
10028125,10258371,0.398
10028125,10017749,0.301
10028125,10029299,0.398
10028125,10235893,0.222
10028125,10252933,0.046
10028125,10178901,0.699
10028125,10237675,0.398
10028125,1012779,0.155
10028125,10242665,0.398
10028125,10174759,0.301
10028125,10032635,0.522
10028125,10182147,0.699
10028125,10274211,0.398
10202293,10217045,0.301
10202293,10149225,0.046
10202293,10039459,0
10202293,10266919,0.222
10202293,10098805,0.522
10202293,10033651,0.398
10202293,10213197,0.155
10202293,10254409,0.155
10202293,10003297,0.301
10202293,10052661,0.046
10202293,10187847,0.522
10202293,10018929,0.699
10202293,10156059,0.398
10202293,10089447,0.301
10202293,10249357,0.222
10202293,10239459,1
10202293,10021567,0.301
10202293,10236383,0.699
10202293,10247325,0.301
10202293,10012959,0.301
10202293,10064473,0.398
10202293,10091967,1
10202293,10233157,0.222
10202293,10136031,0.522
10202293,10157901,0.155
10202293,10256709,0.699
10202293,1021240,0.398
10202293,10063895,0.398
10202293,10012815,0.222
10202293,10249417,0.398
10202293,10147335,0.522
10202293,10167925,0.398
10202293,10127769,0.301
10202293,10180893,0.699
10202293,10180623,0.398
10202293,10206905,0.222
10202293,10260137,0.301
10202293,10148383,0.398
10202293,10060661,0.699
10202293,10256383,0.222
10202293,10193865,0.301
10202293,10131759,0.699
10202293,10155975,0.398
10202293,10255585,0.222
10202293,10237653,0.222
10202293,10012865,0.155
10202293,10012713,0.155
10202293,10148727,0.522
10202293,10152241,0.301
10202293,10180303,0.398
10202293,10245191,1
10202293,10030161,0.097
10202293,10081401,0.398
10202293,10248203,0.301
10202293,10115329,0.699
10202293,10213549,0.699
10202293,10237921,0.222
10202293,10073339,0.522
10202293,10041193,0.301
10202293,10255501,0.522
10202293,10186943,0.301
10202293,10161959,0.301
10202293,10244489,0.222
10202293,10194461,0.222
10202293,10180935,0.222
10202293,10115325,0.699
10202293,1009347,0.301
10202293,10145733,0.522
10202293,10187119,0.398
10202293,10216525,0.301
10202293,10092455,0.398
10202293,10212957,0.222
10202293,10196245,0.398
10202293,10237783,0.222
10202293,10213023,0.398
10202293,10260113,0.155
10202293,10203537,0.522
10202293,10115253,0.522
10202293,10017423,0.222
10202293,10017595,0.522
10202293,10029717,0.222
10202293,10071365,0.222
10202293,10213387,0.398
10202293,10029995,0.522
10202293,10193987,0.222
10202293,10000813,0.398
10202293,10267679,0.522
10202293,10073077,0.398
10202293,10245335,0.301
10202293,10185245,0.155
10202293,10017497,0.522
10043665,10039763,0.155
10043665,10213069,0.522
10043665,10176785,0.398
10043665,10001781,0.301
10043665,10015831,0.155
10043665,10193979,1
10043665,10244311,0.522
10043665,10033779,0.398
10043665,10174207,0.522
10043665,10255663,0.046
10043665,10038957,0.522
10043665,10252525,100
10043665,10052063,0.046
10043665,10101363,0.522
10043665,10260581,0.222
10043665,10013579,0.522
10043665,10260115,0.398
10043665,10129495,0.522
10043665,10180753,0.398
10043665,10036233,0.398
10043665,10241325,0.522
10043665,10236475,0.046
10043665,10180539,0.097
10043665,1010447,0.522
10043665,10213207,0.522
10043665,10234327,0.222
10043665,10117101,0.522
10043665,10132403,0.522
10043665,10124537,0.222
10043665,10054415,0.522
10043665,10033611,0.398
10043665,10172993,0.301
10043665,10186185,0.522
10043665,10248789,0.398
10043665,10154441,0.222
10043665,10101313,0.155
10043665,10144137,0.301
10043665,10012533,0.155
10043665,10064529,0.398
10043665,10144973,0.155
10043665,10002837,0.222
10043665,10178389,0.398
10043665,10251547,0.301
10043665,10073659,0.522
10043665,10239617,100
10043665,10193977,100
10043665,10266865,0.522
10043665,10064585,0.301
10043665,10068639,0.301
10043665,10179241,0.398
10043665,10186375,0.301
10043665,10092073,0.222
10043665,10217643,0.398
10043665,10207589,100
10043665,10013495,0.398
10043665,10237931,1
10043665,10145421,0.699
10043665,10224959,0.522
10043665,10248955,0.301
10043665,10155343,0.522
10043665,10060909,0.398
10043665,10245093,0.522
10043665,10145341,0.301
10043665,10068081,0.222
10043665,10246525,0.398
10043665,101470,0.155
10043665,10266903,0.699
10043665,10135705,0.522
10043665,10138651,0.398
10043665,10241877,0.699
10043665,10254589,0.699
10043665,10234487,0.222
10043665,10032729,0.155
10043665,10030301,0.301
10043665,10237675,0.301
10043665,10095311,0.522
10043665,10054811,0.155
10043665,10246161,0.155
10043665,10268409,0.699
10043665,10256901,0.155
10043665,10073831,0.301
10043665,10012805,0.301
10043665,10019223,0.522
10043665,10052637,0.522
10043665,10188047,100
10043665,10256529,0.046
10043665,10150745,0.522
10043665,10145409,0.301
10043665,10058201,0.522
10043665,10145447,0.222
10043665,10185899,0.222
10043665,10064531,0.398
10043665,10255641,0.699
10043665,10053683,100
